Loan_ID,Age,Gender,Marital_Status,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Debt_to_Income_Ratio,Loan_Status,Loan_Status_Numeric
L4576,39,Female,Single,Self-employed,22444.14,37753.1,12,608,0.5098149226719402,Approved,1
L4577,22,Female,Married,Unemployed,75792.38,66348.17,60,612,0.495159456322693,Rejected,0
L4578,61,Male,Divorced,Unemployed,25132.25,23675.06,24,656,0.47645036579061295,Rejected,0
L4579,65,Female,Married,Salaried,77828.58,149093.82,36,620,0.4998757519787969,Approved,1
L4580,35,Male,Divorced,Self-employed,133776.82,175747.66,36,577,0.4734855180447595,Rejected,0
L4581,23,Male,Married,Salaried,47184.38,107443.62,36,618,0.5070469323647853,Approved,1
L4582,31,Male,Single,Salaried,33002.47,48657.34,24,550,0.49252940759775515,Approved,1
L4583,50,Male,Single,Self-employed,113326.23,72297.27,24,717,0.5188334409738352,Rejected,0
L4584,60,Female,Married,Salaried,39008.64,51859.88,12,637,0.5019430616268882,Approved,1
L4585,38,Female,Married,Salaried,75391.67,57895.88,36,563,0.48858351714557224,Rejected,0
L4586,22,Male,Single,Self-employed,20000.0,49779.27,24,656,0.5242281893519352,Rejected,0
L4587,52,Male,Divorced,Self-employed,56854.53,31131.2,24,703,0.544113219796069,Approved,1
L4588,28,Male,Divorced,Salaried,20000.0,32468.36,24,685,0.4929445966902326,Approved,1
L4589,42,Male,Married,Self-employed,20000.0,24576.54,12,699,0.512942021012844,Approved,1
L4590,26,Female,Married,Salaried,20000.0,34275.06,12,622,0.4937497426461403,Approved,1
L4591,32,Female,Single,Salaried,46908.55,74029.54,36,680,0.4937044263030608,Approved,1
L4592,60,Female,Single,Self-employed,55550.13,129774.92,36,639,0.4911677875318218,Approved,1
L4593,56,Male,Divorced,Unemployed,47918.01,41445.49,36,694,0.48479259918288575,Rejected,0
L4594,35,Male,Married,Salaried,50990.47,37699.3,36,631,0.5031633514712598,Approved,1
L4595,48,Male,Married,Self-employed,54736.12,122648.37,48,682,0.49459874417278005,Approved,1
L4596,65,Male,Single,Salaried,43100.65,101868.8,36,635,0.47889900905410987,Approved,1
L4597,38,Male,Married,Self-employed,20000.0,24204.62,24,644,0.47269260699980054,Rejected,0
L4598,22,Male,Single,Self-employed,98821.97,238417.54,48,642,0.5140172558462041,Rejected,0
L4599,33,Male,Married,Self-employed,51267.08,60787.15,36,644,0.49668402027175657,Rejected,0
L4600,65,Female,Married,Unemployed,20000.0,33375.98,12,618,0.5198771375397953,Approved,1
L4601,35,Female,Single,Salaried,33708.99,61803.33,36,690,0.5068760033271775,Approved,1
L4602,40,Male,Married,Salaried,55845.26,138936.45,60,642,0.4804527692495768,Rejected,0
L4603,49,Female,Married,Self-employed,26338.86,22141.41,12,615,0.497739166352639,Approved,1
L4604,62,Male,Divorced,Salaried,35060.55,38194.68,12,689,0.5122060922837864,Approved,1
L4605,49,Male,Divorced,Self-employed,45454.6,72381.99,60,630,0.48475730002797457,Rejected,0
L4606,23,Female,Divorced,Salaried,67084.8,62344.12,36,671,0.504211228993823,Rejected,0
L4607,39,Male,Divorced,Self-employed,103353.13,171572.14,36,600,0.5136212835895206,Rejected,0
L4608,23,Female,Married,Self-employed,20000.0,41126.36,12,694,0.5020477160884258,Rejected,0
L4609,34,Male,Married,Salaried,60621.73,136913.47,48,600,0.4739756961632253,Rejected,0
L4610,60,Male,Married,Salaried,43923.77,51498.73,36,671,0.46052509672859,Rejected,0
L4611,24,Male,Divorced,Salaried,32312.21,27307.33,24,684,0.4793024391616777,Rejected,0
L4612,31,Female,Single,Self-employed,98218.78,183808.95,12,660,0.48059336740195535,Approved,1
L4613,51,Female,Single,Salaried,46837.61,87729.6,36,606,0.47721338819584436,Approved,1
L4614,63,Female,Divorced,Salaried,21014.77,28912.0,12,586,0.5204592590823376,Rejected,0
L4615,52,Female,Single,Salaried,31767.68,53599.21,36,643,0.49706262671299245,Rejected,0
L4616,47,Male,Married,Salaried,53236.56,111640.52,36,685,0.5206105482605639,Rejected,0
L4617,50,Male,Married,Self-employed,20000.0,39329.49,12,623,0.49607440192268126,Rejected,0
L4618,63,Female,Married,Self-employed,48491.46,89507.06,12,577,0.5245453465112726,Rejected,0
L4619,22,Male,Married,Salaried,25288.54,46119.64,24,706,0.49117176951125013,Approved,1
L4620,29,Female,Married,Salaried,20000.0,38968.38,24,616,0.5170927346537362,Approved,1
L4621,48,Male,Single,Salaried,53933.05,92493.56,12,613,0.4933860646791849,Approved,1
L4622,51,Male,Married,Salaried,20000.0,13379.5,48,639,0.4794583123281881,Approved,1
L4623,54,Male,Single,Salaried,113415.36,188925.84,48,701,0.5041542257629956,Approved,1
L4624,35,Female,Married,Salaried,45566.47,103857.77,36,661,0.5709281591939368,Approved,1
L4625,45,Female,Divorced,Self-employed,65899.72,37906.44,24,649,0.5182306702076068,Rejected,0
L4626,56,Male,Single,Salaried,20000.0,25962.0,24,690,0.47770094283719755,Approved,1
L4627,28,Male,Divorced,Self-employed,20000.0,25716.81,12,648,0.5258862140832484,Approved,1
L4628,29,Male,Married,Salaried,51501.27,51919.06,24,642,0.48667202290947364,Rejected,0
L4629,57,Male,Married,Salaried,24632.07,40619.22,24,682,0.4855238316659586,Approved,1
L4630,65,Female,Single,Unemployed,43499.62,36594.1,24,646,0.4843382924711538,Rejected,0
L4631,59,Male,Married,Salaried,108220.69,252445.99,48,620,0.4566533034343825,Approved,1
L4632,52,Male,Married,Salaried,66199.86,53706.68,36,691,0.5138424485576965,Approved,1
L4633,37,Male,Married,Unemployed,46765.21,113640.12,48,706,0.49936838774642484,Rejected,0
L4634,55,Male,Married,Salaried,20000.0,10464.96,48,659,0.5110208047026292,Rejected,0
L4635,57,Female,Divorced,Salaried,71975.68,106229.9,60,680,0.4915684152580663,Rejected,0
L4636,39,Male,Married,Salaried,87161.79,49894.87,36,678,0.5172583527765153,Approved,1
L4637,64,Male,Divorced,Salaried,185849.16,418963.16,48,577,0.5110313766880493,Rejected,0
L4638,49,Female,Married,Salaried,46710.31,97974.53,60,641,0.49715905049589754,Rejected,0
L4639,27,Male,Married,Self-employed,23938.3,22743.47,12,640,0.4625582084609123,Rejected,0
L4640,48,Female,Single,Salaried,70879.24,55002.73,36,639,0.5111724208074571,Rejected,0
L4641,29,Male,Divorced,Self-employed,156532.92,144642.9,36,715,0.515429294599295,Rejected,0
L4642,48,Male,Single,Self-employed,32537.79,21366.14,60,629,0.5112156516608297,Approved,1
L4643,26,Male,Single,Self-employed,46571.48,45355.12,24,658,0.4945145793960406,Rejected,0
L4644,49,Male,Married,Self-employed,20000.0,12724.34,24,591,0.47823882144778357,Rejected,0
L4645,37,Male,Married,Unemployed,85605.41,188763.02,36,692,0.4974458983515447,Rejected,0
L4646,36,Male,Married,Salaried,36671.91,80902.34,36,610,0.48450796761377435,Rejected,0
L4647,43,Male,Married,Salaried,28705.45,45870.51,24,721,0.4892690015225515,Approved,1
L4648,51,Male,Divorced,Salaried,65023.98,152141.54,36,725,0.5154961050831316,Approved,1
L4649,23,Female,Divorced,Self-employed,20000.0,24011.1,24,659,0.5195927497232969,Approved,1
L4650,41,Female,Married,Salaried,42181.92,36177.92,24,679,0.516703724297249,Rejected,0
L4651,46,Male,Single,Self-employed,20000.0,22172.47,12,633,0.48032383164032594,Rejected,0
L4652,56,Male,Single,Salaried,20000.0,14946.93,24,632,0.4889149771514577,Rejected,0
L4653,62,Female,Married,Unemployed,84391.64,180996.16,48,586,0.5184496288964711,Rejected,0
L4654,57,Female,Married,Self-employed,20000.0,40416.77,24,570,0.5360948511711474,Rejected,0
L4655,42,Male,Married,Self-employed,56515.87,49710.03,12,601,0.5076662915506016,Rejected,0
L4656,62,Male,Single,Self-employed,33323.42,53018.6,24,708,0.4994706587064831,Rejected,0
L4657,32,Male,Married,Unemployed,20000.0,21225.48,36,630,0.5242420704743318,Approved,1
L4658,62,Male,Divorced,Salaried,35550.48,27099.56,12,699,0.5100749708778372,Approved,1
L4659,33,Female,Married,Unemployed,45414.93,44989.71,12,649,0.5416849853031359,Rejected,0
L4660,31,Female,Married,Salaried,20000.0,33993.44,36,647,0.4996509584549216,Approved,1
L4661,36,Female,Married,Self-employed,21740.58,39162.27,12,634,0.47728301636512477,Approved,1
L4662,28,Male,Single,Salaried,20000.0,17474.42,24,664,0.5056197678989525,Rejected,0
L4663,60,Male,Single,Salaried,23938.81,49017.68,12,647,0.5107067052174797,Rejected,0
L4664,60,Female,Single,Self-employed,26375.07,43514.02,36,639,0.5044260319712378,Approved,1
L4665,65,Male,Married,Self-employed,57327.57,77880.73,12,681,0.49554549041447454,Approved,1
L4666,22,Male,Married,Salaried,76071.55,136361.8,48,653,0.5481945744316377,Rejected,0
L4667,50,Male,Married,Salaried,124875.4,145676.47,36,630,0.5080180763726868,Rejected,0
L4668,50,Male,Married,Unemployed,45953.71,47224.09,12,621,0.506135932266109,Rejected,0
L4669,32,Male,Single,Salaried,33152.02,77994.16,36,677,0.4980741949539442,Rejected,0
L4670,30,Male,Married,Salaried,23580.84,54198.26,12,516,0.4789843176026702,Rejected,0
L4671,64,Female,Married,Salaried,22622.14,32812.9,24,578,0.4855980120037053,Rejected,0
L4672,31,Female,Married,Salaried,100153.1,171039.08,48,702,0.516895641189181,Approved,1
L4673,35,Male,Married,Salaried,74020.61,134265.22,36,688,0.5108313056160813,Rejected,0
L4674,36,Female,Single,Salaried,108870.98,197190.62,24,631,0.47788729766132654,Approved,1
L4675,37,Male,Divorced,Salaried,60116.73,93560.68,12,689,0.5201037364878863,Approved,1
L4676,46,Male,Divorced,Unemployed,40673.46,45775.51,12,648,0.5122267446914044,Rejected,0
L4677,22,Female,Single,Unemployed,43363.31,98829.88,36,628,0.4885321287404359,Rejected,0
L4678,32,Male,Married,Self-employed,35509.09,57662.11,12,657,0.5366367420514645,Rejected,0
L4679,46,Male,Single,Self-employed,20000.0,46290.54,12,620,0.497956864155772,Approved,1
L4680,43,Female,Married,Salaried,20000.0,43136.2,12,623,0.5011545360251219,Rejected,0
L4681,38,Female,Single,Salaried,125120.92,225126.23,36,620,0.5044461798397868,Rejected,0
L4682,52,Male,Single,Self-employed,51557.45,99045.36,48,664,0.4980969319735001,Rejected,0
L4683,58,Male,Single,Salaried,20000.0,46449.47,12,650,0.5122642985397987,Rejected,0
L4684,23,Male,Married,Salaried,69305.69,122158.11,36,636,0.5061634540082074,Approved,1
L4685,58,Male,Divorced,Salaried,33998.54,48843.55,24,652,0.48775355555456945,Rejected,0
L4686,23,Male,Single,Salaried,65155.92,90209.04,24,617,0.5263990803244057,Rejected,0
L4687,50,Male,Single,Salaried,20000.0,49194.92,36,626,0.521604459708554,Approved,1
L4688,21,Female,Married,Salaried,32755.94,65617.47,24,643,0.496477638011609,Approved,1
L4689,50,Male,Married,Unemployed,42543.06,78388.24,48,705,0.5289662247119029,Rejected,0
L4690,65,Male,Married,Salaried,43127.74,29849.32,24,622,0.4703818859057431,Approved,1
L4691,52,Male,Married,Salaried,38120.68,63892.63,36,641,0.4988752581355331,Approved,1
L4692,48,Male,Single,Salaried,45649.12,40069.67,60,668,0.5137324328003087,Approved,1
L4693,41,Female,Divorced,Self-employed,20000.0,25591.25,36,663,0.5403584329750193,Approved,1
L4694,33,Male,Married,Self-employed,31906.94,51517.41,36,630,0.5436238245677687,Approved,1
L4695,47,Female,Single,Salaried,61007.74,31476.6,24,613,0.5017865344591873,Approved,1
L4696,56,Female,Married,Salaried,40383.78,89836.62,36,662,0.4774651997742927,Rejected,0
L4697,27,Female,Married,Salaried,50746.82,69898.15,24,708,0.4862031287214987,Approved,1
L4698,42,Male,Divorced,Salaried,24228.63,42287.96,24,669,0.525075433125714,Rejected,0
L4699,30,Female,Single,Salaried,20000.0,18078.25,12,546,0.5086934654686541,Rejected,0
L4700,59,Male,Single,Salaried,64524.37,122743.85,12,682,0.5278601627289672,Rejected,0
L4701,35,Male,Married,Salaried,42195.11,47264.13,60,683,0.5046155744144217,Rejected,0
L4702,35,Male,Married,Salaried,46962.28,71957.29,36,610,0.49492629275258965,Rejected,0
L4703,24,Male,Married,Salaried,94899.16,108801.58,48,712,0.5020200654533585,Approved,1
L4704,52,Male,Married,Salaried,20000.0,35781.38,24,629,0.4740118823530492,Approved,1
L4705,43,Male,Married,Self-employed,136560.62,300541.05,36,697,0.49942881357310526,Approved,1
L4706,26,Male,Single,Unemployed,20000.0,35643.22,36,687,0.5228264245905917,Rejected,0
L4707,44,Female,Married,Salaried,37173.91,31834.06,24,662,0.4935266082765205,Approved,1
L4708,40,Male,Married,Salaried,22206.3,22190.75,12,717,0.5455859097898135,Approved,1
L4709,57,Male,Single,Unemployed,20000.0,30909.69,12,666,0.5152366870335907,Rejected,0
L4710,40,Female,Divorced,Self-employed,31004.12,32324.74,36,662,0.5282137335554546,Approved,1
L4711,32,Male,Divorced,Self-employed,42647.77,37996.0,12,596,0.486577614525974,Rejected,0
L4712,53,Female,Divorced,Salaried,55213.61,32759.05,12,608,0.5234751490075849,Approved,1
L4713,48,Female,Married,Salaried,39101.37,27695.9,12,760,0.4993136412817304,Rejected,0
L4714,28,Male,Married,Unemployed,82269.39,134069.18,48,565,0.5124542166487102,Rejected,0
L4715,21,Male,Divorced,Salaried,20000.0,17785.08,24,649,0.4993323824791524,Approved,1
L4716,57,Female,Divorced,Self-employed,39096.41,58520.44,36,629,0.5081263490977505,Approved,1
L4717,42,Female,Single,Self-employed,90815.69,161987.08,24,685,0.5059251645343289,Rejected,0
L4718,26,Female,Married,Self-employed,96462.35,96489.14,36,680,0.4924954412079562,Rejected,0
L4719,41,Male,Married,Unemployed,30647.08,73524.5,36,620,0.46779135531884986,Rejected,0
L4720,52,Female,Divorced,Salaried,20000.0,20267.12,12,650,0.46690896352684874,Rejected,0
L4721,55,Male,Married,Salaried,34686.42,28588.6,12,563,0.5132087533173821,Rejected,0
L4722,35,Male,Single,Salaried,52078.12,73625.52,24,726,0.46651112745693574,Approved,1
L4723,25,Male,Divorced,Self-employed,20000.0,27686.37,12,632,0.5258834823380844,Approved,1
L4724,26,Male,Single,Salaried,42231.51,93615.84,24,704,0.5071214499698118,Approved,1
L4725,45,Female,Married,Salaried,155052.4,92210.6,36,616,0.5123967679928527,Approved,1
L4726,60,Female,Married,Self-employed,20000.0,20897.85,48,678,0.4879838309167153,Approved,1
L4727,49,Female,Married,Salaried,51141.09,115483.57,36,639,0.5256514152719372,Rejected,0
L4728,27,Male,Single,Self-employed,20000.0,40349.55,24,669,0.48369905196659263,Rejected,0
L4729,60,Male,Single,Salaried,20000.0,10155.56,12,616,0.5158975794762994,Rejected,0
L4730,33,Female,Married,Salaried,46376.73,72152.78,12,625,0.5291067684232126,Approved,1
L4731,58,Male,Married,Salaried,20000.0,19789.78,60,663,0.4936078836276705,Rejected,0
L4732,38,Female,Married,Salaried,105026.86,260103.71,48,590,0.5016122275577978,Rejected,0
L4733,22,Female,Divorced,Salaried,20000.0,49342.61,24,738,0.49687940707326583,Approved,1
L4734,28,Female,Divorced,Self-employed,34110.21,80319.86,12,636,0.4738948531330142,Approved,1
L4735,31,Male,Married,Salaried,105497.64,54853.9,48,659,0.5173039491382516,Approved,1
L4736,53,Female,Divorced,Salaried,38476.63,88877.11,48,722,0.5066892656405899,Rejected,0
L4737,58,Female,Single,Salaried,93118.79,107399.26,36,724,0.48618605156235317,Approved,1
L4738,47,Male,Single,Self-employed,82228.1,146680.29,36,676,0.5185919644562932,Rejected,0
L4739,40,Female,Single,Unemployed,20000.0,27967.46,12,640,0.5235469988364163,Rejected,0
L4740,32,Male,Single,Salaried,20000.0,24184.16,12,604,0.4822794022140681,Approved,1
L4741,63,Male,Married,Salaried,20000.0,21477.74,24,768,0.5068325182330299,Approved,1
L4742,51,Female,Single,Self-employed,34625.11,46936.69,24,683,0.4828128842491788,Rejected,0
L4743,47,Female,Divorced,Self-employed,24608.36,26923.09,24,543,0.46356965418357055,Rejected,0
L4744,52,Female,Married,Unemployed,70815.32,166560.27,36,681,0.5010547547998125,Approved,1
L4745,30,Male,Married,Salaried,28229.45,38789.43,36,623,0.4707042091085753,Rejected,0
L4746,23,Male,Married,Salaried,93714.9,223910.48,36,567,0.49634259648362933,Rejected,0
L4747,65,Female,Married,Unemployed,132336.62,164490.22,36,655,0.5426175325862416,Rejected,0
L4748,47,Male,Married,Salaried,48235.33,49193.58,12,612,0.5187062206337496,Rejected,0
L4749,55,Male,Single,Salaried,20000.0,42365.93,24,666,0.4931110600146124,Approved,1
L4750,51,Male,Married,Salaried,31475.62,48503.18,12,596,0.4514343247872502,Rejected,0
L4751,35,Male,Married,Salaried,59774.57,49353.64,12,639,0.4885455280626211,Approved,1
L4752,36,Female,Divorced,Self-employed,20000.0,47120.08,12,739,0.5118669340861789,Approved,1
L4753,33,Female,Single,Salaried,34827.75,84429.43,36,646,0.4854327270110427,Approved,1
L4754,55,Male,Married,Salaried,22304.44,41852.4,24,689,0.5082797197087496,Approved,1
L4755,31,Male,Married,Self-employed,38446.45,93951.22,12,646,0.509053460451249,Approved,1
L4756,41,Male,Single,Salaried,20000.0,36965.64,36,597,0.5373535716586835,Rejected,0
L4757,31,Male,Single,Salaried,20000.0,34928.39,36,511,0.476260156875907,Rejected,0
L4758,50,Male,Married,Salaried,44288.92,95303.12,24,677,0.5068525550919043,Approved,1
L4759,55,Male,Divorced,Self-employed,20257.78,12872.12,12,644,0.49579446702590574,Rejected,0
L4760,42,Female,Single,Salaried,74817.05,103680.76,36,695,0.49566482453164645,Rejected,0
L4761,58,Female,Divorced,Self-employed,147509.64,200744.08,60,664,0.523599884655084,Rejected,0
L4762,51,Male,Married,Salaried,20000.0,34832.71,12,744,0.49354107037918743,Rejected,0
L4763,34,Female,Married,Salaried,105196.85,125641.9,60,628,0.5031291336051646,Approved,1
L4764,44,Female,Married,Self-employed,94878.66,133491.95,60,670,0.49132407293521047,Rejected,0
L4765,52,Male,Married,Self-employed,50075.18,110111.01,12,657,0.5118203632011921,Approved,1
L4766,56,Male,Married,Salaried,40301.05,96554.49,36,677,0.5159787991561469,Approved,1
L4767,52,Male,Married,Unemployed,27862.67,40909.24,12,595,0.49450544505275024,Rejected,0
L4768,35,Male,Single,Salaried,68627.78,131108.27,24,613,0.4990743218518166,Rejected,0
L4769,63,Female,Married,Self-employed,20000.0,31892.18,36,602,0.4704425882273644,Rejected,0
L4770,55,Female,Married,Self-employed,152029.29,339815.34,60,705,0.4874188426073023,Rejected,0
L4771,23,Male,Divorced,Salaried,20000.0,20469.7,12,754,0.5170143980717848,Approved,1
L4772,36,Female,Married,Salaried,200000.0,445381.26,36,618,0.5006060153298484,Approved,1
L4773,25,Female,Single,Unemployed,82332.56,125983.17,12,664,0.4994366087017206,Rejected,0
L4774,41,Male,Single,Self-employed,47807.89,67518.91,36,662,0.49584678450652214,Rejected,0
L4775,30,Male,Divorced,Salaried,20000.0,48080.28,12,586,0.50105514222056,Rejected,0
L4776,39,Female,Divorced,Salaried,43354.46,48129.81,24,692,0.515475635082619,Approved,1
L4777,45,Female,Married,Self-employed,71941.5,47829.25,24,660,0.5149757068065997,Approved,1
L4778,24,Female,Divorced,Unemployed,25534.73,47080.82,12,586,0.49130935458646274,Rejected,0
L4779,49,Female,Married,Self-employed,50260.03,51567.07,24,638,0.5213733116275878,Approved,1
L4780,39,Male,Single,Self-employed,29253.86,52177.36,36,695,0.4998962174005916,Rejected,0
L4781,63,Male,Married,Salaried,20000.0,12239.64,12,683,0.47410272983524615,Approved,1
L4782,22,Male,Single,Self-employed,46590.35,75690.18,24,675,0.5099561784292941,Approved,1
L4783,30,Male,Single,Salaried,79783.32,77731.01,36,680,0.4912320201163668,Approved,1
L4784,63,Female,Single,Self-employed,48658.93,31654.77,12,574,0.5177871880895573,Rejected,0
L4785,45,Female,Single,Salaried,80296.2,49069.52,12,683,0.526005268015153,Approved,1
L4786,40,Female,Married,Salaried,114685.45,276982.56,36,753,0.4802246721910469,Rejected,0
L4787,39,Male,Married,Self-employed,81047.69,83544.3,48,590,0.5136603952753104,Approved,1
L4788,43,Male,Single,Self-employed,116410.54,193664.89,36,683,0.49171071207135547,Rejected,0
L4789,44,Male,Married,Self-employed,117573.24,172738.44,36,692,0.4842896885027385,Rejected,0
L4790,31,Male,Married,Salaried,20000.0,24516.02,12,656,0.47575845890626967,Rejected,0
L4791,54,Female,Single,Salaried,42596.13,67522.56,36,704,0.49696517813425367,Approved,1
L4792,48,Male,Divorced,Unemployed,84858.86,137417.08,48,720,0.5067734378370026,Rejected,0
L4793,25,Female,Married,Salaried,20000.0,43490.06,12,761,0.5397155980028758,Approved,1
L4794,25,Female,Single,Self-employed,84691.91,107770.23,36,684,0.5125245895617565,Rejected,0
L4795,41,Male,Married,Unemployed,20168.84,24316.83,24,610,0.5430175425934423,Rejected,0
L4796,32,Male,Married,Self-employed,57584.94,107017.7,60,674,0.5041071395321283,Rejected,0
L4797,24,Female,Married,Salaried,36975.55,45980.82,36,612,0.4764654116618291,Rejected,0
L4798,62,Male,Single,Self-employed,97441.48,148312.2,36,678,0.49480165822014527,Approved,1
L4799,40,Female,Single,Salaried,88682.7,75050.72,24,604,0.48015761839875165,Rejected,0
L4800,58,Male,Married,Salaried,61062.72,65196.09,60,587,0.48976495587413404,Rejected,0
L4801,45,Male,Single,Salaried,57462.41,51851.92,24,661,0.5104318287244323,Approved,1
L4802,34,Male,Married,Self-employed,167574.64,365533.43,36,570,0.49142348880621484,Rejected,0
L4803,31,Male,Married,Salaried,42921.04,89962.74,36,714,0.4974351785738655,Approved,1
L4804,52,Female,Single,Self-employed,119284.93,153191.99,48,668,0.4773074524376215,Rejected,0
L4805,31,Male,Married,Salaried,23912.07,33012.63,12,701,0.4658049106832122,Approved,1
L4806,38,Female,Married,Salaried,49637.25,65582.67,12,696,0.5019938239375493,Approved,1
L4807,47,Female,Single,Salaried,100206.58,88739.63,36,695,0.5241504233316303,Rejected,0
L4808,38,Female,Single,Self-employed,89912.22,185819.28,12,669,0.5254739634263389,Approved,1
L4809,43,Male,Divorced,Salaried,41708.3,90001.03,36,646,0.4834712379787961,Approved,1
L4810,31,Female,Married,Self-employed,69070.58,118788.23,12,676,0.501208124820298,Approved,1
L4811,41,Male,Married,Salaried,20000.0,39685.68,12,603,0.4881132876614726,Rejected,0
L4812,64,Male,Divorced,Salaried,53878.1,97267.98,36,642,0.5017636714518494,Approved,1
L4813,25,Female,Married,Salaried,66764.92,47080.51,24,637,0.4878738092718586,Approved,1
L4814,43,Male,Single,Salaried,66939.21,107246.1,36,671,0.4932231920726673,Rejected,0
L4815,61,Female,Divorced,Salaried,110481.77,131904.08,12,668,0.4940459411333229,Rejected,0
L4816,45,Male,Single,Self-employed,45352.84,42649.24,12,643,0.47547732565883605,Approved,1
L4817,61,Female,Married,Salaried,38137.92,69781.78,36,726,0.515230855199867,Approved,1
L4818,30,Male,Divorced,Salaried,101605.91,231419.51,48,722,0.5066093877853798,Approved,1
L4819,42,Female,Single,Salaried,59380.98,148434.97,60,741,0.5100897344284772,Rejected,0
L4820,39,Female,Single,Self-employed,61332.07,101478.87,36,585,0.47033797106306824,Rejected,0
L4821,21,Male,Single,Salaried,20000.0,36895.55,36,674,0.5099238471306365,Approved,1
L4822,27,Male,Married,Salaried,49205.48,88711.51,12,631,0.4878623941288642,Approved,1
L4823,24,Female,Married,Self-employed,22945.38,43368.35,60,595,0.513189850762942,Rejected,0
L4824,21,Male,Divorced,Salaried,32273.2,32030.41,12,689,0.521723326337453,Approved,1
L4825,35,Male,Married,Salaried,20000.0,16376.31,24,745,0.4855645978288054,Approved,1
L4826,60,Male,Married,Self-employed,95951.06,126161.87,60,598,0.495461104472883,Approved,1
L4827,32,Female,Married,Salaried,47427.2,67905.56,36,640,0.5115423080902245,Approved,1
L4828,42,Female,Married,Salaried,51942.44,105266.85,60,575,0.5186771069184808,Rejected,0
L4829,42,Female,Single,Self-employed,38911.48,67918.06,36,665,0.5022456852583297,Rejected,0
L4830,37,Female,Divorced,Salaried,38192.1,61281.13,48,616,0.4855611621008126,Rejected,0
L4831,49,Female,Married,Salaried,20000.0,29939.52,36,669,0.5249796967403636,Approved,1
L4832,34,Male,Single,Unemployed,20000.0,18922.74,24,717,0.5038674462917497,Rejected,0
L4833,40,Male,Single,Salaried,199602.69,248623.49,36,708,0.4608257283408348,Approved,1
L4834,53,Male,Single,Salaried,78078.43,56120.02,24,707,0.5033313607810999,Approved,1
L4835,63,Female,Married,Self-employed,23825.2,15049.44,12,645,0.5118534038117624,Approved,1
L4836,35,Female,Single,Salaried,82347.37,43348.58,24,693,0.5326218693112127,Approved,1
L4837,32,Male,Divorced,Salaried,20000.0,13505.73,24,536,0.5192654810139111,Approved,1
L4838,60,Female,Married,Salaried,61629.33,104142.97,36,684,0.4945875372701335,Approved,1
L4839,40,Male,Single,Self-employed,35578.83,86920.78,24,702,0.4992823035309774,Approved,1
L4840,50,Female,Divorced,Salaried,104303.98,58134.96,48,630,0.5071275526765563,Approved,1
L4841,58,Male,Single,Self-employed,30345.07,62705.5,36,637,0.5021243047377993,Rejected,0
L4842,23,Male,Single,Salaried,20000.0,36612.2,12,670,0.5204549764304941,Rejected,0
L4843,48,Female,Divorced,Self-employed,20000.0,44349.87,12,555,0.4772658571606831,Rejected,0
L4844,46,Female,Married,Salaried,20000.0,47813.78,12,596,0.488570937457158,Rejected,0
L4845,50,Male,Single,Salaried,63051.28,134045.43,48,536,0.49852268545603023,Rejected,0
L4846,33,Male,Married,Self-employed,27648.15,57937.61,24,671,0.48414154474564236,Rejected,0
L4847,33,Female,Married,Salaried,20000.0,13450.35,12,707,0.49341783636489933,Approved,1
L4848,22,Female,Single,Salaried,69898.17,85126.21,48,634,0.491434176569677,Rejected,0
L4849,57,Female,Married,Salaried,50776.68,88000.68,48,672,0.5036113966270852,Rejected,0
L4850,58,Male,Married,Self-employed,106234.47,56742.93,36,677,0.48766410925240633,Rejected,0
L4851,22,Female,Married,Salaried,85132.23,123374.3,48,683,0.48869212047229044,Rejected,0
L4852,56,Female,Married,Self-employed,25763.63,13309.86,36,717,0.48045207111577387,Rejected,0
L4853,46,Female,Married,Self-employed,20000.0,39664.47,24,675,0.5024532205091857,Approved,1
L4854,31,Female,Divorced,Salaried,25783.08,26591.57,24,572,0.48360343107024273,Rejected,0
L4855,28,Male,Married,Salaried,67116.08,134896.99,60,686,0.4781287753201164,Rejected,0
L4856,64,Male,Single,Self-employed,49786.87,72695.21,24,739,0.5031166059770747,Rejected,0
L4857,60,Female,Single,Salaried,25253.19,18080.93,36,584,0.526055893848182,Rejected,0
L4858,63,Male,Married,Self-employed,72275.72,169022.83,36,615,0.49021446838603083,Rejected,0
L4859,42,Female,Divorced,Salaried,55528.54,105278.22,48,588,0.4963864402291692,Rejected,0
L4860,40,Male,Divorced,Salaried,34495.9,67225.39,48,613,0.5152733405611261,Rejected,0
L4861,28,Male,Married,Salaried,20000.0,19234.4,36,789,0.46592029445374517,Approved,1
L4862,49,Male,Divorced,Salaried,57303.3,43044.68,36,638,0.501991981153363,Approved,1
L4863,60,Female,Single,Salaried,34162.54,82296.2,36,575,0.49566716153761864,Rejected,0
L4864,46,Male,Married,Salaried,20425.15,24358.72,36,573,0.5096194483853528,Approved,1
L4865,50,Female,Single,Salaried,20365.18,19731.64,12,572,0.5253135010739205,Rejected,0
L4866,37,Male,Single,Salaried,49395.69,111477.59,60,675,0.522683115121124,Approved,1
L4867,40,Female,Single,Salaried,38402.05,54787.49,12,680,0.5161362528167793,Approved,1
L4868,36,Male,Single,Salaried,98405.72,177947.98,48,601,0.507044319542361,Approved,1
L4869,63,Male,Married,Salaried,20000.0,20650.43,24,647,0.5010422450489898,Approved,1
