Loan_ID,Age,Gender,Marital_Status,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Debt_to_Income_Ratio,Loan_Status
L4879,57,Male,Married,Salaried,112291.09,113198.53,24,648,0.5,Approved
L4880,62,Female,Divorced,Salaried,56360.09,103435.68,24,713,0.5,Approved
L4881,37,Male,Married,Salaried,121695.82,78297.49,60,684,0.5,Rejected
L4882,51,Female,Married,Self-employed,32279.24,80221.18,12,693,0.5,Approved
L4883,28,Male,Married,Self-employed,20000.0,38572.2,12,618,0.5,Rejected
L4884,35,Male,Divorced,Salaried,27972.31,35315.81,12,556,0.5,Approved
L4885,51,Male,Divorced,Self-employed,78528.9,97113.14,36,694,0.5,Approved
L4886,50,Female,Married,Unemployed,68536.63,100131.73,36,669,0.5,Rejected
L4887,40,Female,Married,Salaried,34168.66,64774.75,36,597,0.5,Approved
L4888,59,Female,Divorced,Salaried,135784.16,228520.05,48,645,0.5,Rejected
L4889,32,Male,Single,Salaried,31055.27,45590.53,12,701,0.5,Approved
L4890,37,Female,Married,Salaried,20000.0,17816.33,12,616,0.5,Rejected
L4891,62,Female,Single,Salaried,33540.41,28428.26,36,600,0.5,Approved
L4892,50,Male,Single,Self-employed,59044.41,137665.1,48,659,0.5,Rejected
L4893,49,Male,Divorced,Salaried,143941.43,230780.52,60,630,0.5,Approved
L4894,39,Male,Married,Self-employed,23580.26,39138.81,24,640,0.5,Approved
L4895,31,Female,Married,Salaried,58016.51,79228.47,36,717,0.5,Approved
L4896,54,Male,Married,Self-employed,27963.37,53584.82,12,596,0.5,Rejected
L4897,27,Female,Married,Salaried,20000.0,42063.67,12,577,0.5,Rejected
L4898,64,Male,Single,Unemployed,45065.43,59598.12,24,597,0.5,Rejected
L4899,54,Male,Divorced,Self-employed,44906.41,27179.38,12,694,0.5,Rejected
L4900,40,Male,Single,Salaried,50778.87,51023.87,48,626,0.5,Rejected
L4901,58,Male,Divorced,Salaried,20000.0,42864.82,24,677,0.5,Approved
L4902,44,Male,Divorced,Unemployed,20000.0,32408.14,36,604,0.5,Rejected
L4903,30,Male,Married,Salaried,20000.0,45251.35,12,617,0.5,Rejected
L4904,52,Female,Married,Self-employed,68622.95,86705.4,36,596,0.5,Rejected
L4905,35,Male,Single,Salaried,20000.0,22598.63,36,673,0.5,Rejected
L4906,57,Male,Married,Self-employed,42444.01,21342.66,12,745,0.5,Approved
L4907,40,Male,Single,Unemployed,25324.93,21789.99,12,676,0.5,Rejected
L4908,23,Male,Married,Salaried,72123.12,84407.11,48,634,0.5,Rejected
L4909,57,Male,Single,Salaried,62432.06,41136.9,24,724,0.5,Approved
L4910,60,Male,Single,Salaried,40474.64,69179.13,24,642,0.5,Rejected
L4911,28,Male,Married,Salaried,87769.03,217617.26,36,646,0.5,Rejected
L4912,60,Male,Single,Self-employed,20000.0,12328.43,36,702,0.5,Approved
L4913,64,Female,Married,Salaried,42301.19,54304.22,12,680,0.5,Approved
L4914,43,Male,Married,Salaried,24047.46,31265.68,36,549,0.5,Rejected
L4915,60,Male,Single,Salaried,41032.51,26246.91,24,661,0.5,Approved
L4916,31,Male,Married,Salaried,21583.27,18797.01,24,619,0.5,Approved
L4917,28,Male,Divorced,Self-employed,49844.87,70066.43,36,628,0.5,Approved
L4918,49,Female,Married,Salaried,20000.0,48222.7,12,660,0.5,Rejected
L4919,50,Male,Single,Self-employed,20000.0,32807.09,24,697,0.5,Approved
L4920,30,Male,Single,Salaried,20000.0,13993.74,36,608,0.5,Rejected
L4921,59,Female,Married,Salaried,42157.93,83655.92,12,697,0.5,Rejected
L4922,48,Male,Married,Salaried,20000.0,44291.52,12,569,0.5,Rejected
L4923,56,Female,Single,Salaried,26260.36,55576.24,48,573,0.5,Rejected
L4924,33,Female,Married,Salaried,102851.44,219759.28,48,686,0.5,Approved
L4925,52,Male,Married,Salaried,45182.63,95945.64,36,647,0.5,Approved
L4926,56,Male,Single,Salaried,49760.12,47053.47,12,729,0.5,Rejected
L4927,57,Male,Married,Salaried,38761.67,65442.17,36,638,0.5,Approved
L4928,46,Male,Single,Salaried,20000.0,16504.84,36,683,0.5,Approved
L4929,42,Male,Divorced,Self-employed,100874.31,116683.94,12,757,0.5,Approved
L4930,24,Male,Married,Self-employed,99280.98,132495.21,24,694,0.5,Rejected
L4931,51,Female,Married,Salaried,48763.15,66505.72,36,618,0.5,Rejected
L4932,38,Male,Married,Salaried,40327.43,55480.97,48,728,0.5,Approved
L4933,58,Female,Single,Salaried,20000.0,41340.47,12,734,0.5,Approved
L4934,44,Female,Married,Self-employed,34606.31,60227.77,48,643,0.5,Rejected
L4935,43,Female,Married,Self-employed,36761.44,65566.19,12,706,0.5,Approved
L4936,42,Male,Married,Salaried,20000.0,40746.43,12,724,0.5,Approved
L4937,22,Male,Married,Salaried,33076.67,30226.2,12,668,0.5,Approved
L4938,51,Female,Single,Unemployed,101550.48,145100.48,48,650,0.5,Rejected
L4939,31,Female,Married,Salaried,46558.42,102911.18,36,643,0.5,Rejected
L4940,48,Female,Married,Salaried,30840.43,58948.6,24,642,0.5,Approved
L4941,52,Female,Married,Salaried,41009.28,92688.77,36,599,0.5,Rejected
L4942,25,Male,Married,Salaried,48088.89,67634.34,48,607,0.5,Rejected
L4943,58,Male,Married,Salaried,20000.0,40635.18,24,635,0.5,Approved
L4944,30,Male,Married,Salaried,66825.9,68962.4,36,699,0.5,Approved
L4945,60,Female,Married,Self-employed,88384.13,197589.75,36,743,0.5,Approved
L4946,44,Male,Single,Salaried,86032.69,94065.32,36,684,0.5,Rejected
L4947,55,Female,Married,Unemployed,67970.75,80286.96,48,652,0.5,Rejected
L4948,64,Female,Single,Salaried,26070.19,50454.38,36,617,0.5,Approved
L4949,43,Female,Married,Salaried,20000.0,39910.35,12,576,0.5,Rejected
L4950,37,Male,Single,Salaried,76653.22,46390.9,36,692,0.5,Approved
L4951,21,Male,Married,Salaried,23314.28,18659.4,60,673,0.5,Rejected
L4952,51,Female,Divorced,Unemployed,46213.37,46186.72,12,708,0.5,Approved
L4953,51,Male,Single,Salaried,20000.0,49994.64,24,651,0.5,Approved
L4954,62,Male,Married,Self-employed,20000.0,42897.8,12,631,0.5,Rejected
L4955,62,Male,Married,Salaried,93152.5,179793.14,36,639,0.5,Rejected
L4956,54,Male,Single,Self-employed,130613.57,316982.78,48,623,0.5,Approved
L4957,29,Male,Divorced,Salaried,20000.0,37487.78,60,583,0.5,Rejected
L4958,42,Female,Married,Self-employed,20000.0,37665.78,36,694,0.5,Approved
L4959,33,Female,Married,Salaried,101834.04,233847.37,36,661,0.5,Approved
L4960,45,Female,Married,Unemployed,20000.0,22078.26,12,727,0.5,Rejected
L4961,38,Male,Married,Self-employed,25342.1,12760.18,24,665,0.5,Rejected
L4962,32,Female,Married,Salaried,32130.27,62008.0,36,568,0.5,Rejected
L4963,60,Female,Married,Unemployed,73667.0,59834.31,36,649,0.5,Rejected
L4964,37,Female,Married,Salaried,95829.59,102967.01,36,629,0.5,Rejected
L4965,35,Female,Married,Unemployed,95793.05,205476.98,48,613,0.5,Rejected
L4966,62,Female,Single,Self-employed,56327.46,115799.69,36,562,0.5,Rejected
L4967,35,Male,Single,Salaried,57337.0,83112.74,12,586,0.5,Rejected
L4968,35,Female,Married,Salaried,63218.0,44800.98,12,745,0.5,Approved
L4969,59,Male,Divorced,Self-employed,20000.0,21932.39,12,598,0.5,Approved
L4970,33,Male,Married,Self-employed,51467.18,74681.82,12,656,0.5,Approved
L4971,37,Female,Married,Salaried,20000.0,40727.15,36,611,0.5,Approved
L4972,52,Male,Single,Salaried,46627.44,115143.0,24,562,0.5,Approved
L4973,29,Male,Single,Salaried,20000.0,35023.31,12,633,0.5,Approved
L4974,60,Female,Divorced,Unemployed,20000.0,12134.5,36,680,0.5,Rejected
L4975,40,Female,Married,Salaried,20000.0,18845.26,60,623,0.5,Rejected
L4976,46,Male,Married,Unemployed,20000.0,20381.41,12,760,0.5,Rejected
L4977,47,Female,Single,Salaried,20000.0,35377.46,36,596,0.5,Rejected
L4978,41,Male,Married,Salaried,46647.26,25042.59,12,658,0.5,Approved
L4979,38,Male,Married,Salaried,49063.54,74238.89,36,567,0.5,Rejected
L4980,33,Male,Single,Unemployed,31925.61,79540.71,36,662,0.5,Rejected
L4981,36,Male,Married,Salaried,24004.19,48905.01,24,715,0.5,Approved
L4982,29,Male,Married,Salaried,22205.6,45271.46,36,675,0.5,Rejected
L4983,32,Male,Married,Self-employed,20000.0,39815.37,12,522,0.5,Rejected
L4984,64,Female,Married,Self-employed,44500.75,83073.81,36,681,0.5,Rejected
L4985,58,Female,Married,Self-employed,186343.14,204368.98,48,626,0.5,Rejected
L4986,39,Female,Married,Unemployed,63697.91,131587.95,48,608,0.5,Rejected
L4987,27,Female,Married,Unemployed,46669.05,83620.29,12,677,0.5,Rejected
L4988,55,Male,Divorced,Self-employed,32914.49,31525.7,24,686,0.5,Approved
L4989,38,Female,Married,Salaried,39029.7,95935.0,36,655,0.5,Rejected
L4990,36,Female,Divorced,Salaried,37717.21,93125.65,36,657,0.5,Approved
L4991,59,Male,Married,Salaried,56422.48,70405.35,24,707,0.5,Approved
L4992,24,Male,Married,Self-employed,33556.77,67327.18,60,712,0.5,Approved
L4993,45,Female,Married,Salaried,20000.0,37254.68,12,650,0.5,Rejected
L4994,52,Female,Married,Self-employed,26955.28,44956.57,36,696,0.5,Rejected
L4995,60,Female,Single,Salaried,44955.87,38738.66,12,687,0.5,Approved
L4996,33,Male,Married,Unemployed,47640.6,68397.34,36,779,0.5,Rejected
L4997,65,Male,Single,Salaried,52177.31,102260.38,60,602,0.5,Rejected
L4998,37,Male,Married,Self-employed,86026.16,213059.0,48,734,0.5,Approved
L4999,57,Female,Single,Salaried,22847.4,39462.73,36,637,0.5,Rejected
L5000,26,Male,Single,Unemployed,28484.53,57093.6,12,769,0.5,Rejected
L5001,39,Male,Married,Salaried,20000.0,46555.66,24,641,0.5,Approved
L5002,33,Male,Divorced,Salaried,51853.67,89580.51,24,681,0.5,Approved
L5003,46,Female,Single,Salaried,20000.0,40580.83,24,655,0.5,Rejected
L5004,34,Male,Divorced,Salaried,20000.0,28322.49,12,637,0.5,Approved
L5005,51,Male,Married,Salaried,65159.83,70619.1,36,589,0.5,Rejected
L5006,24,Female,Divorced,Unemployed,33671.99,50039.23,36,649,0.5,Rejected
L5007,59,Female,Divorced,Salaried,36516.5,24755.21,36,642,0.5,Rejected
L5008,28,Male,Single,Salaried,60117.76,141877.57,36,638,0.5,Rejected
L5009,45,Male,Single,Salaried,92680.38,103881.51,36,614,0.5,Approved
L5010,33,Female,Divorced,Salaried,20000.0,28441.3,12,662,0.5,Rejected
L5011,52,Male,Divorced,Unemployed,27468.76,49629.39,24,649,0.5,Rejected
L5012,58,Female,Single,Salaried,30232.6,45620.66,12,673,0.5,Approved
L5013,58,Female,Married,Self-employed,91159.32,97135.76,12,683,0.5,Approved
L5014,48,Male,Divorced,Self-employed,25751.95,63570.83,60,652,0.5,Rejected
L5015,50,Female,Married,Self-employed,70764.44,155440.29,48,746,0.5,Rejected
L5016,23,Female,Married,Salaried,83050.73,58598.53,60,637,0.5,Approved
L5017,48,Male,Divorced,Self-employed,26608.25,32855.28,24,610,0.5,Rejected
L5018,23,Male,Divorced,Salaried,20000.0,17771.72,36,670,0.5,Rejected
L5019,65,Female,Divorced,Salaried,20000.0,29146.9,24,663,0.5,Approved
L5020,54,Male,Single,Salaried,26122.46,23969.75,12,707,0.5,Rejected
L5021,36,Female,Married,Salaried,20076.89,22577.4,60,638,0.5,Approved
L5022,42,Female,Divorced,Unemployed,57144.51,88105.25,12,619,0.5,Rejected
L5023,52,Male,Married,Salaried,91269.56,71935.9,24,619,0.5,Rejected
L5024,58,Female,Single,Self-employed,52530.32,116716.57,48,682,0.5,Rejected
L5025,28,Female,Single,Salaried,37032.09,45375.45,12,663,0.5,Rejected
L5026,28,Male,Married,Unemployed,34721.86,80853.31,36,710,0.5,Rejected
L5027,26,Male,Married,Salaried,55928.81,31330.23,48,688,0.5,Rejected
L5028,34,Female,Married,Unemployed,20000.0,40868.02,12,618,0.5,Approved
L5029,52,Male,Single,Self-employed,82226.17,183356.34,36,654,0.5,Approved
L5030,55,Male,Married,Salaried,56163.97,138676.72,48,601,0.5,Rejected
L5031,30,Female,Married,Self-employed,35013.06,26740.87,12,633,0.5,Rejected
L5032,23,Female,Single,Self-employed,88095.85,120470.89,12,594,0.5,Approved
L5033,32,Female,Single,Salaried,66374.35,134117.17,48,585,0.5,Rejected
L5034,51,Male,Married,Salaried,37491.14,57253.37,48,751,0.5,Rejected
L5035,49,Male,Single,Self-employed,22561.47,48317.21,24,626,0.5,Approved
L5036,25,Male,Married,Salaried,104983.78,259079.7,12,675,0.5,Approved
L5037,45,Female,Married,Salaried,40074.04,80680.77,36,699,0.5,Approved
L5038,61,Female,Married,Salaried,115467.34,229130.77,60,673,0.5,Approved
L5039,51,Male,Single,Self-employed,22526.39,36848.48,24,592,0.5,Approved
L5040,41,Male,Married,Salaried,24474.8,34908.97,12,756,0.5,Approved
L5041,40,Female,Married,Self-employed,40405.59,87681.97,12,628,0.5,Rejected
L5042,59,Male,Married,Self-employed,67958.06,65630.81,48,663,0.5,Rejected
L5043,42,Male,Divorced,Salaried,20360.85,45260.21,12,643,0.5,Rejected
L5044,24,Female,Divorced,Salaried,20000.0,43494.16,60,658,0.5,Rejected
L5045,33,Male,Married,Self-employed,20000.0,39487.52,12,711,0.5,Rejected
L5046,65,Female,Married,Unemployed,20000.0,37835.38,12,630,0.5,Rejected
L5047,62,Female,Divorced,Salaried,24921.0,12863.31,24,626,0.49,Approved
L5048,40,Male,Married,Unemployed,58471.64,145058.74,36,691,0.5,Rejected
L5049,33,Male,Married,Salaried,38555.46,49498.45,60,650,0.5,Rejected
L5050,37,Male,Married,Salaried,49357.24,62172.73,24,682,0.5,Rejected
L5051,56,Female,Divorced,Salaried,20000.0,49534.91,24,674,0.5,Rejected
L5052,53,Male,Single,Salaried,42471.03,41782.08,24,622,0.5,Approved
L5053,21,Female,Married,Salaried,70933.17,170683.9,12,636,0.5,Approved
L5054,35,Female,Married,Self-employed,25586.66,32504.87,36,667,0.5,Approved
L5055,33,Female,Divorced,Unemployed,116955.69,81444.49,36,688,0.5,Rejected
L5056,37,Male,Married,Unemployed,20000.0,30922.91,36,657,0.5,Rejected
L5057,44,Female,Single,Salaried,20000.0,38249.21,24,714,0.5,Rejected
L5058,28,Female,Married,Salaried,41489.33,71283.1,60,646,0.5,Rejected
L5059,47,Male,Single,Salaried,36287.07,87246.51,36,660,0.5,Rejected
L5060,65,Male,Married,Salaried,31879.99,40405.97,24,631,0.5,Approved
L5061,43,Male,Single,Salaried,20000.0,27680.18,12,651,0.5,Rejected
L5062,28,Male,Married,Salaried,86167.33,85466.13,24,617,0.5,Approved
L5063,28,Female,Married,Self-employed,20000.0,33113.61,36,582,0.5,Rejected
L5064,46,Male,Married,Salaried,25381.27,60389.48,48,633,0.5,Rejected
L5065,33,Female,Divorced,Self-employed,20692.81,24649.88,24,732,0.5,Approved
L5066,59,Female,Married,Unemployed,77905.04,56864.24,24,628,0.5,Rejected
L5067,57,Female,Married,Salaried,20000.0,24644.85,12,654,0.5,Approved
L5068,48,Female,Single,Self-employed,25036.2,56742.01,24,652,0.5,Rejected
L5069,45,Male,Single,Salaried,49596.61,114089.32,36,611,0.5,Rejected
L5070,36,Female,Single,Salaried,28136.29,20931.21,36,623,0.5,Rejected
L5071,22,Male,Married,Salaried,34663.84,70335.01,12,657,0.5,Rejected
L5072,38,Male,Married,Salaried,54378.42,42593.71,12,607,0.5,Approved
L5073,37,Male,Single,Salaried,45331.16,102849.43,12,593,0.5,Rejected
L5074,50,Female,Married,Salaried,46466.82,67395.87,36,620,0.5,Rejected
L5075,59,Female,Divorced,Self-employed,34956.61,80313.93,48,617,0.5,Rejected
L5076,33,Male,Single,Self-employed,25083.01,16278.72,24,589,0.5,Rejected
L5077,52,Male,Married,Self-employed,36343.69,23724.88,12,692,0.5,Approved
L5078,49,Female,Married,Self-employed,23828.86,56490.34,12,728,0.5,Rejected
L5079,50,Male,Married,Salaried,20000.0,40893.67,12,614,0.5,Rejected
L5080,38,Male,Single,Salaried,21156.86,16736.64,36,698,0.5,Rejected
L5081,33,Female,Married,Salaried,55108.81,125702.45,12,684,0.5,Approved
L5082,63,Male,Divorced,Salaried,37822.98,83496.89,48,668,0.5,Rejected
L5083,41,Male,Married,Salaried,20000.0,31511.38,36,669,0.5,Approved
L5084,50,Male,Married,Self-employed,36334.97,30162.55,36,697,0.5,Rejected
L5085,41,Male,Married,Salaried,59165.96,79570.68,36,560,0.5,Rejected
L5086,37,Male,Single,Salaried,55473.12,88786.38,12,641,0.5,Approved
L5087,60,Male,Married,Salaried,20000.0,18382.34,24,593,0.5,Rejected
L5088,39,Male,Married,Self-employed,64999.22,144098.1,24,649,0.5,Rejected
L5089,35,Male,Single,Self-employed,98639.36,213761.7,48,653,0.5,Rejected
L5090,29,Female,Married,Salaried,28705.2,15690.57,24,602,0.5,Approved
L5091,30,Female,Single,Salaried,20000.0,10785.93,36,745,0.5,Approved
L5092,64,Male,Single,Salaried,85914.51,118019.16,36,703,0.5,Approved
L5093,51,Female,Divorced,Salaried,20000.0,46968.23,12,571,0.5,Rejected
L5094,43,Male,Single,Self-employed,55789.75,113601.25,36,706,0.5,Rejected
L5095,50,Male,Single,Self-employed,20000.0,48338.66,60,645,0.5,Rejected
L5096,53,Male,Married,Self-employed,27397.87,29258.86,48,585,0.5,Rejected
L5097,29,Male,Married,Salaried,20000.0,48726.56,24,722,0.5,Approved
L5098,21,Female,Married,Self-employed,86272.04,134844.41,48,654,0.5,Rejected
L5099,64,Male,Single,Salaried,21520.19,37058.41,36,738,0.5,Rejected
L5100,55,Male,Married,Salaried,20000.0,19156.02,36,611,0.5,Approved
L5101,31,Female,Single,Salaried,21564.22,30680.69,48,619,0.5,Rejected
L5102,54,Male,Married,Self-employed,38764.15,78011.07,48,640,0.5,Rejected
L5103,36,Male,Single,Self-employed,87729.74,105468.48,36,734,0.5,Approved
L5104,29,Male,Married,Salaried,34426.46,22009.99,60,635,0.5,Approved
L5105,52,Male,Married,Self-employed,97525.37,212167.06,48,674,0.5,Approved
L5106,35,Male,Divorced,Salaried,29948.82,16974.67,12,756,0.5,Approved
L5107,32,Male,Single,Self-employed,52628.18,36449.41,12,648,0.5,Approved
L5108,53,Male,Married,Unemployed,73662.73,130692.52,36,695,0.5,Rejected
L5109,65,Male,Single,Salaried,62743.18,115259.48,36,589,0.5,Rejected
L5110,34,Female,Married,Salaried,50562.8,80884.6,12,567,0.5,Approved
L5111,28,Female,Single,Salaried,31835.46,20868.73,12,602,0.5,Approved
L5112,28,Female,Divorced,Self-employed,38017.14,78076.08,36,708,0.5,Approved
L5113,47,Female,Married,Salaried,30902.42,52423.31,60,584,0.5,Rejected
L5114,32,Female,Divorced,Salaried,29793.09,54847.57,36,726,0.5,Approved
L5115,21,Female,Married,Salaried,20000.0,10116.04,36,573,0.5,Rejected
L5116,63,Female,Single,Salaried,62606.32,42309.03,24,671,0.5,Approved
L5117,60,Male,Married,Self-employed,20000.0,38837.15,12,656,0.5,Rejected
L5118,62,Female,Married,Self-employed,139898.93,259589.26,36,589,0.5,Approved
L5119,31,Male,Divorced,Self-employed,58200.57,52188.94,24,627,0.5,Rejected
L5120,59,Female,Married,Salaried,29458.21,44474.35,36,634,0.5,Rejected
L5121,63,Male,Divorced,Self-employed,30963.79,34828.39,12,615,0.5,Approved
L5122,51,Female,Married,Salaried,22226.64,38892.31,12,572,0.5,Rejected
L5123,37,Male,Married,Salaried,44080.02,92346.64,48,696,0.5,Rejected
L5124,53,Male,Single,Salaried,94204.7,82529.89,36,574,0.5,Rejected
L5125,52,Male,Married,Self-employed,29275.72,52655.61,36,591,0.5,Rejected
L5126,49,Male,Married,Self-employed,20000.0,27375.5,36,620,0.5,Rejected
L5127,41,Male,Married,Salaried,42451.71,37591.37,12,657,0.5,Approved
L5128,41,Male,Divorced,Self-employed,29253.63,37826.48,36,689,0.5,Approved
L5129,60,Male,Single,Self-employed,43139.7,30562.59,24,614,0.5,Approved
L5130,43,Male,Married,Salaried,103241.88,187417.57,12,598,0.5,Rejected
L5131,26,Female,Married,Salaried,109528.59,273426.63,60,603,0.5,Approved
L5132,42,Male,Married,Salaried,181938.2,357787.19,48,672,0.5,Rejected
L5133,58,Male,Single,Salaried,74586.17,164386.1,36,592,0.5,Rejected
L5134,57,Female,Divorced,Self-employed,66698.72,63466.04,60,629,0.5,Approved
L5135,65,Male,Single,Unemployed,29467.36,20991.83,36,600,0.5,Rejected
L5136,28,Male,Married,Salaried,27349.59,13792.21,12,548,0.5,Rejected
L5137,61,Male,Single,Salaried,31365.74,61451.29,36,627,0.5,Approved
L5138,55,Female,Divorced,Salaried,41596.45,89277.57,48,651,0.5,Approved
L5139,31,Male,Single,Salaried,82545.35,72489.39,24,681,0.5,Approved
L5140,44,Male,Divorced,Self-employed,97334.14,141773.82,36,667,0.5,Approved
L5141,41,Female,Married,Salaried,53565.89,89457.91,36,619,0.5,Rejected
L5142,22,Male,Single,Salaried,44894.81,108482.79,36,633,0.5,Rejected
L5143,60,Female,Single,Salaried,31834.08,74106.16,24,640,0.5,Approved
L5144,39,Male,Single,Self-employed,48903.48,25991.06,24,694,0.5,Rejected
L5145,59,Male,Single,Salaried,93963.84,56232.59,60,701,0.5,Approved
L5146,48,Female,Married,Salaried,20000.0,48356.05,12,724,0.5,Approved
L5147,37,Male,Married,Salaried,24888.6,15336.33,60,645,0.5,Approved
L5148,26,Female,Divorced,Salaried,28591.47,47576.31,36,706,0.5,Approved
L5149,39,Female,Married,Self-employed,30452.54,20054.52,36,639,0.5,Rejected
L5150,58,Male,Divorced,Salaried,84104.51,154226.04,36,657,0.5,Rejected
L5151,48,Female,Single,Unemployed,73013.19,63406.03,12,623,0.5,Rejected
L5152,22,Male,Married,Salaried,28527.7,16212.27,24,669,0.5,Rejected
L5153,58,Female,Divorced,Salaried,134833.66,142608.46,48,580,0.5,Rejected
L5154,57,Male,Single,Salaried,77065.85,120429.58,36,707,0.5,Rejected
L5155,24,Male,Married,Self-employed,25866.79,40610.88,12,657,0.5,Approved
L5156,42,Male,Married,Self-employed,23369.36,47371.65,12,671,0.5,Approved
L5157,46,Male,Divorced,Salaried,20000.0,12419.2,12,658,0.5,Rejected
L5158,63,Male,Single,Salaried,51182.87,26429.09,24,712,0.5,Rejected
L5159,56,Female,Single,Salaried,41165.33,79383.82,60,671,0.5,Approved
L5160,33,Female,Single,Self-employed,130720.31,314837.36,60,600,0.5,Rejected
L5161,52,Male,Married,Salaried,48684.32,43105.98,12,603,0.5,Rejected
L5162,37,Male,Divorced,Salaried,52141.07,41703.06,36,646,0.5,Approved
L5163,61,Female,Married,Self-employed,20000.0,23718.2,24,602,0.5,Approved
L5164,56,Male,Married,Salaried,40133.01,76431.95,24,597,0.5,Rejected
L5165,39,Male,Married,Unemployed,20000.0,40471.97,24,611,0.5,Rejected
L5166,55,Male,Married,Unemployed,21082.95,50037.84,36,653,0.5,Rejected
L5167,60,Male,Single,Self-employed,42454.14,89317.11,48,706,0.5,Approved
L5168,48,Male,Married,Self-employed,20000.0,11110.34,60,707,0.5,Rejected
L5169,21,Female,Married,Salaried,170575.09,155693.23,24,693,0.5,Rejected
L5170,62,Female,Married,Salaried,20000.0,24221.2,12,630,0.5,Approved
L5171,38,Male,Single,Salaried,27592.16,66050.75,12,643,0.5,Approved
L5172,60,Female,Married,Self-employed,150323.29,257236.22,48,663,0.5,Rejected
L5173,53,Male,Married,Salaried,20000.0,49852.7,60,614,0.5,Rejected
L5174,32,Male,Single,Salaried,22638.17,25699.82,60,666,0.5,Rejected
L5175,28,Male,Married,Self-employed,66294.56,155312.66,36,684,0.5,Rejected
L5176,44,Male,Married,Self-employed,20000.0,37945.37,24,619,0.5,Rejected
L5177,36,Male,Divorced,Salaried,87326.91,198592.69,36,519,0.5,Rejected
L5178,24,Male,Married,Salaried,43253.4,101440.03,12,581,0.5,Approved
L5179,58,Male,Married,Salaried,20000.0,28120.99,12,680,0.5,Approved
L5180,64,Male,Single,Salaried,85408.29,191648.21,24,583,0.5,Rejected
L5181,47,Female,Single,Salaried,124905.6,308076.93,12,674,0.5,Approved
L5182,29,Female,Divorced,Salaried,72965.66,133836.09,48,631,0.5,Approved
L5183,36,Male,Married,Salaried,32556.69,33145.68,12,708,0.5,Approved
L5184,32,Female,Single,Salaried,68844.08,71504.6,36,657,0.5,Rejected
L5185,51,Female,Single,Salaried,70366.06,141069.49,60,558,0.5,Rejected
L5186,44,Female,Married,Self-employed,67279.84,77862.89,12,649,0.5,Rejected
L5187,34,Male,Married,Salaried,28778.74,38048.18,12,646,0.5,Rejected
L5188,65,Male,Single,Salaried,130939.13,203354.24,36,649,0.5,Rejected
L5189,45,Female,Married,Salaried,52117.53,121088.3,12,603,0.5,Approved
L5190,54,Male,Married,Self-employed,56766.01,109140.71,60,668,0.5,Approved
L5191,23,Male,Married,Unemployed,20000.0,21639.46,36,633,0.5,Rejected
L5192,44,Male,Married,Salaried,47225.0,36238.21,12,685,0.5,Approved
L5193,62,Female,Married,Unemployed,52947.56,57162.27,36,643,0.5,Rejected
L5194,29,Female,Married,Salaried,41729.43,48699.97,24,658,0.5,Approved
L5195,46,Male,Married,Salaried,44379.96,87217.33,36,631,0.5,Approved
L5196,40,Male,Divorced,Salaried,112268.29,151617.29,48,637,0.5,Rejected
L5197,60,Female,Married,Salaried,30153.95,75260.43,36,671,0.5,Approved
L5198,30,Male,Married,Self-employed,40766.6,23195.7,36,666,0.5,Rejected
L5199,39,Male,Divorced,Salaried,95853.54,115839.28,48,641,0.5,Approved
L5200,23,Male,Divorced,Self-employed,20000.0,13437.29,36,620,0.5,Approved
L5201,44,Female,Married,Salaried,55184.54,66963.48,36,682,0.5,Approved
L5202,25,Female,Married,Salaried,100104.9,136886.25,36,598,0.5,Rejected
L5203,23,Female,Single,Salaried,20301.27,46333.43,12,637,0.5,Approved
L5204,47,Male,Divorced,Salaried,36730.53,49612.82,12,602,0.5,Rejected
L5205,36,Male,Married,Self-employed,77970.85,42962.43,12,677,0.5,Approved
L5206,35,Male,Married,Self-employed,37227.11,89731.33,36,599,0.5,Rejected
L5207,55,Female,Divorced,Salaried,27151.78,21463.81,60,655,0.5,Approved
L5208,32,Male,Married,Salaried,112264.53,229852.71,36,594,0.5,Rejected
L5209,61,Male,Single,Salaried,93522.37,84220.29,36,654,0.5,Approved
L5210,64,Female,Single,Unemployed,32737.53,76824.09,36,639,0.5,Rejected
L5211,46,Male,Married,Salaried,52683.31,50211.9,36,619,0.5,Approved
L5212,54,Male,Married,Salaried,20000.0,44206.63,12,639,0.5,Approved
L5213,43,Female,Single,Salaried,61805.89,82147.13,12,601,0.5,Approved
L5214,51,Male,Single,Salaried,28882.94,40271.09,24,629,0.5,Approved
L5215,40,Male,Divorced,Unemployed,20000.0,35168.29,48,628,0.5,Rejected
L5216,32,Male,Single,Salaried,88382.09,130349.65,48,700,0.5,Rejected
L5217,43,Male,Married,Unemployed,89620.83,105168.84,36,641,0.5,Rejected
L5218,24,Male,Single,Self-employed,62702.62,61775.17,36,790,0.5,Rejected
L5219,43,Female,Married,Self-employed,93981.39,97032.95,24,594,0.5,Rejected
L5220,21,Male,Single,Self-employed,58854.05,112242.43,36,669,0.5,Approved
L5221,45,Female,Married,Self-employed,66636.35,47811.45,24,572,0.5,Rejected
L5222,22,Male,Single,Salaried,63877.56,103681.7,48,611,0.5,Rejected
L5223,50,Male,Single,Salaried,41487.1,52233.08,36,683,0.5,Approved
